months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,payment_Credit Card,payment_Mailed Check,internet_type_DSL,internet_type_Fiber Optic,internet_type_None,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E
0.25,0,0.2352941176470588,0,0,1,1,1,0.0,1,0.7293532338308457,1.0,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0.2588235294117647,1,1,1,1,1,0.0,1,0.8701492537313432,1.0,0,0,0,0,1,0,0,0,0,0,0
0.75,1,0.12941176470588234,1,0,0,1,1,1.0,0,0.7512437810945274,0.5,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0.16470588235294115,0,1,1,1,0,1.0,1,0.91044776119403,0.75,0,0,0,0,1,0,1,0,0,0,0
0.5,1,0.18823529411764706,0,0,0,0,1,0.0,1,0.5701492537313433,1.0,0,0,0,0,1,0,0,0,0,0,0
0.25,0,0.3058823529411765,1,0,1,0,1,0.0,0,0.4791044776119403,0.75,0,0,0,1,0,0,0,0,0,0,0
0.5,0,0.3529411764705882,0,0,0,0,1,0.0,0,0.5203980099502488,0.75,0,0,0,0,1,0,0,0,0,0,0
0.25,0,0.16470588235294115,0,1,1,0,1,0.0,1,0.15970149253731342,1.0,0,1,0,1,0,0,0,0,0,0,0
0.0,1,0.24705882352941175,0,0,0,0,1,0.0,1,0.5686567164179105,0.75,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0.32941176470588235,0,0,1,0,1,0.5,1,0.6303482587064676,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0.2588235294117647,1,1,1,1,0,0.5,1,0.9208955223880596,0.5,0,0,0,0,1,0,0,0,0,0,0
0.75,0,0.0,0,0,0,0,0,1.0,1,0.010945273631840807,1.0,0,1,0,0,0,1,0,0,0,0,0
1.0,0,0.27058823529411763,0,1,0,0,1,0.0,1,0.31840796019900497,0.75,0,0,0,0,0,0,0,0,0,0,0
1.0,1,0.0,0,0,0,0,0,1.0,0,0.07164179104477607,1.0,0,1,0,0,0,1,1,0,0,0,0
1.0,1,0.22352941176470587,0,0,0,0,1,0.0,1,0.5716417910447761,0.75,0,0,1,0,1,0,1,0,0,0,0
0.25,0,0.1764705882352941,0,0,0,0,1,0.0,1,0.6024875621890546,0.5,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0.035294117647058816,1,1,1,0,1,0.0,1,0.7049751243781094,0.75,0,0,0,0,1,0,0,0,0,0,0
0.0,0,0.3529411764705882,0,1,0,0,1,0.0,1,0.4144278606965174,1.0,0,0,0,1,0,0,0,0,0,0,0
0.5,1,0.1411764705882353,0,1,1,1,0,0.0,1,0.9019900497512436,0.5,0,0,0,0,1,0,0,0,0,0,0
0.75,0,0.1764705882352941,0,1,1,1,1,0.0,1,0.7666666666666666,0.5,0,1,0,0,1,0,0,0,0,0,0
1.0,1,0.035294117647058816,0,0,0,0,1,0.5,0,0.6587064676616915,0.75,0,0,0,0,1,0,0,0,0,0,0
0.0,0,0.1764705882352941,0,0,0,0,0,0.0,1,0.6059701492537314,1.0,0,1,0,0,1,0,0,0,0,1,0
1.0,1,0.3411764705882353,1,1,0,0,0,0.5,1,0.5323383084577115,0.5,0,0,0,1,0,0,0,0,0,0,0
0.75,1,0.27058823529411763,0,0,0,1,1,0.5,1,0.8199004975124379,0.5,0,0,0,0,1,0,0,0,0,0,0
0.75,0,0.0,0,0,0,0,0,1.0,0,0.013432835820895522,1.0,0,1,0,0,0,1,0,0,0,0,0
0.0,0,0.16470588235294115,0,0,0,1,1,0.0,1,0.1099502487562189,0.75,0,0,1,1,0,0,0,0,0,1,0
1.0,1,0.2352941176470588,1,1,1,0,1,0.0,1,0.9069651741293532,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,0,0.0,0,0,0,0,0,0.5,0,0.013432835820895522,0.75,0,0,1,0,0,1,0,0,0,0,0
0.0,0,0.32941176470588235,0,1,0,0,1,0.0,1,0.6850746268656716,1.0,0,0,0,0,1,0,0,0,0,0,0
0.75,0,0.1764705882352941,0,1,0,0,1,0.0,1,0.5527363184079601,0.5,0,1,0,0,1,0,0,0,0,0,0
1.0,1,0.0,0,0,0,0,0,1.0,1,0.061194029850746234,0.5,0,0,0,0,0,1,0,0,0,0,0
0.0,0,0.1411764705882353,0,0,0,0,1,0.0,1,0.5169154228855721,1.0,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0.3176470588235294,1,0,1,1,1,1.0,0,0.9154228855721392,0.5,0,1,0,0,1,0,0,0,0,0,0
1.0,1,0.3529411764705882,0,1,1,0,1,0.5,1,0.8621890547263681,0.75,0,0,0,0,1,0,0,0,0,0,0
0.0,0,0.08235294117647059,0,0,0,0,1,0.0,0,0.2631840796019901,0.5,0,1,0,1,0,0,0,0,0,0,1
1.0,1,0.2352941176470588,1,1,0,0,1,0.0,0,0.6527363184079601,0.5,0,0,0,0,1,0,0,0,0,0,0
0.25,0,0.2352941176470588,1,1,0,0,1,0.0,1,0.7139303482587065,0.5,0,0,0,0,1,0,0,0,0,1,0
0.5,0,0.21176470588235294,1,1,0,0,1,0.5,0,0.8044776119402984,0.5,0,0,1,0,1,0,0,0,0,0,0
0.25,0,0.08235294117647059,1,0,0,0,1,0.0,1,0.672139303482587,0.5,0,1,0,0,1,0,0,0,0,0,0
1.0,0,0.2588235294117647,0,1,0,0,0,1.0,1,0.31044776119402984,0.5,0,1,0,1,0,0,0,0,0,0,0
0.75,1,0.2588235294117647,1,0,1,1,1,1.0,0,0.5661691542288557,0.5,0,1,0,1,0,0,0,0,0,0,0
0.0,0,0.1411764705882353,0,0,0,0,1,0.0,1,0.5213930348258707,0.75,0,0,0,0,1,0,0,0,0,0,1
1.0,1,0.3058823529411765,0,0,1,0,1,0.0,1,0.7014925373134329,0.5,0,1,0,0,1,0,0,0,0,0,0
0.5,1,0.22352941176470587,1,0,0,0,0,0.0,0,0.7238805970149254,0.5,0,1,0,0,1,0,0,0,0,0,0
0.75,0,0.0,0,0,0,0,0,1.0,1,0.006965174129353213,0.75,0,0,1,0,0,1,0,0,0,0,0
1.0,1,0.2352941176470588,1,0,0,0,1,1.0,1,0.8373134328358208,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0.3529411764705882,0,0,1,0,1,0.0,0,0.3721393034825871,0.75,0,0,0,0,0,0,0,0,0,0,0
0.25,0,0.21176470588235294,0,1,0,0,0,0.0,1,0.5616915422885572,0.75,0,0,0,0,1,0,0,0,0,1,0
0.0,0,0.2,1,1,0,0,1,0.0,0,0.6213930348258706,0.75,0,0,0,0,1,0,0,0,0,0,1
0.5,1,0.2588235294117647,0,1,0,0,1,0.0,1,0.8194029850746268,0.75,0,0,0,0,1,0,0,0,0,0,0
0.75,1,0.05882352941176471,0,0,0,0,1,0.0,0,0.554726368159204,1.0,0,0,0,0,1,0,0,0,0,0,0
0.75,1,0.15294117647058825,0,0,1,0,0,0.0,1,0.8039800995024875,1.0,0,1,0,0,1,0,0,0,0,0,0
1.0,1,0.16470588235294115,1,0,1,1,1,0.5,1,0.9184079601990048,0.5,0,0,1,0,1,0,0,0,0,0,0
0.25,1,0.16470588235294115,1,0,1,0,1,0.5,1,0.673134328358209,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,0,0.24705882352941175,1,1,1,0,1,0.5,1,0.31990049751243776,0.5,0,1,0,1,0,0,0,0,1,0,0
1.0,1,0.32941176470588235,0,1,0,0,1,0.0,0,0.3646766169154229,0.75,0,0,0,1,0,0,0,0,0,0,0
0.75,1,0.035294117647058816,0,0,1,0,1,0.5,1,0.8149253731343283,0.75,0,0,0,0,1,0,0,0,0,0,0
0.75,0,0.047058823529411764,0,0,0,0,1,0.0,1,0.06666666666666665,0.5,0,0,0,1,0,0,0,1,0,0,0
0.0,1,0.29411764705882354,0,1,0,0,1,0.0,1,0.3810945273631841,0.75,0,1,0,1,0,0,0,0,0,0,1
1.0,0,0.12941176470588234,1,1,0,1,1,1.0,1,0.8636815920398009,0.75,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0.08235294117647059,0,1,1,0,1,0.0,1,0.8567164179104477,1.0,0,0,0,0,1,0,0,1,0,0,0
0.5,1,0.18823529411764706,0,1,0,0,1,0.0,1,0.7333333333333334,1.0,0,1,0,0,1,0,0,0,1,0,0
0.75,0,0.07058823529411765,0,0,1,1,1,0.5,0,0.4676616915422885,0.75,0,0,0,1,0,0,0,1,0,0,0
1.0,1,0.12941176470588234,1,0,0,0,1,0.5,1,0.8273631840796021,0.75,0,0,0,0,1,0,0,1,0,0,0
1.0,1,0.21176470588235294,1,1,1,1,1,0.5,0,0.6442786069651741,0.5,0,0,0,1,0,0,0,1,0,0,0
0.0,0,0.2823529411764706,0,0,0,0,1,0.0,0,0.5159203980099502,0.75,0,0,0,0,1,0,0,0,0,0,1
1.0,1,0.16470588235294115,1,1,0,0,1,0.0,1,0.6631840796019901,0.5,0,1,0,0,1,0,0,0,0,0,0
1.0,1,0.1176470588235294,1,1,0,1,0,0.5,1,0.7124378109452736,0.5,0,0,0,0,1,0,0,1,0,0,0
1.0,1,0.1176470588235294,1,1,1,1,1,0.5,1,0.9751243781094526,0.5,0,0,0,0,1,0,0,0,0,0,0
0.75,0,0.24705882352941175,0,1,0,0,1,0.0,1,0.11144278606965173,0.75,0,1,0,1,0,0,0,1,0,0,0
0.75,1,0.27058823529411763,1,1,0,0,0,0.0,1,0.5184079601990049,0.5,0,0,0,1,0,0,0,1,0,0,0
1.0,1,0.047058823529411764,1,1,1,0,1,1.0,1,0.9084577114427859,0.5,0,0,0,0,1,0,0,0,0,0,0
1.0,0,0.08235294117647059,1,0,0,1,1,0.5,0,0.17761194029850744,0.5,0,0,0,1,0,0,0,1,0,0,0
0.25,0,0.0,0,0,0,0,0,0.5,0,0.02089552238805969,0.75,0,0,0,0,0,1,0,0,0,1,0
0.25,1,0.1764705882352941,0,1,0,1,1,0.0,1,0.8711442786069651,0.5,0,0,0,0,1,0,0,0,1,0,0
0.75,0,0.32941176470588235,1,1,0,1,1,0.5,1,0.7810945273631841,0.75,0,1,0,0,1,0,0,1,0,0,0
1.0,0,0.32941176470588235,1,1,1,0,1,1.0,1,0.23582089552238805,0.5,0,0,0,0,0,0,0,0,0,0,0
0.0,1,0.047058823529411764,0,0,1,0,1,0.0,1,0.7149253731343282,1.0,0,0,0,0,1,0,0,0,0,0,1
0.75,1,0.023529411764705882,0,1,0,1,1,0.5,0,0.5358208955223879,1.0,0,1,0,0,0,0,0,1,0,0,0
1.0,1,0.21176470588235294,1,1,0,0,1,0.0,1,0.8482587064676618,0.5,0,0,0,0,1,0,0,1,0,0,0
1.0,1,0.035294117647058816,0,1,1,1,1,1.0,0,0.9099502487562188,0.75,0,1,0,0,1,0,0,0,0,0,0
1.0,1,0.32941176470588235,1,1,1,0,1,1.0,1,0.6552238805970149,0.5,0,1,0,1,0,0,0,0,0,0,0
0.25,0,0.2,0,0,0,0,1,0.0,1,0.6019900497512437,0.75,0,0,0,0,1,0,0,0,0,1,0
0.0,0,0.2,0,1,0,0,0,0.0,1,0.5606965174129352,1.0,0,0,0,0,1,0,0,0,0,0,1
0.25,1,0.24705882352941175,0,1,1,1,1,0.0,0,0.6527363184079601,1.0,0,0,0,1,0,0,0,0,1,0,0
0.5,1,0.08235294117647059,1,0,0,0,1,0.0,1,0.8039800995024875,0.75,0,0,0,0,1,0,0,0,1,0,0
0.0,0,0.3529411764705882,0,0,0,0,1,0.0,0,0.2557213930348259,1.0,0,0,0,1,0,0,0,0,0,0,1
1.0,1,0.0,0,0,0,0,0,1.0,1,0.07412935323383085,0.5,0,1,0,0,0,1,0,0,0,0,0
1.0,1,0.32941176470588235,0,1,1,0,1,0.0,1,0.7726368159203979,0.5,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0.2352941176470588,1,0,1,0,1,0.5,1,0.8835820895522387,0.5,0,1,0,0,1,0,0,0,0,0,0
0.0,0,0.10588235294117647,0,0,0,0,1,0.0,0,0.2691542288557213,0.75,0,0,0,1,0,0,0,0,0,0,0
0.25,0,0.16470588235294115,0,0,0,0,1,0.0,1,0.7114427860696517,0.5,0,0,0,0,1,0,0,0,0,0,0
0.75,1,0.1176470588235294,1,0,1,0,1,0.5,1,0.7502487562189055,0.75,0,0,0,0,1,0,0,1,0,0,0
1.0,1,0.2352941176470588,0,1,1,1,0,0.5,1,0.5437810945273632,0.75,0,0,0,1,0,0,0,0,0,0,0
0.75,1,0.18823529411764706,0,1,1,0,1,1.0,1,0.6119402985074627,0.75,0,0,0,1,0,0,0,1,0,0,0
1.0,0,0.3411764705882353,1,0,1,1,1,1.0,1,0.6139303482587065,0.75,0,1,0,1,0,0,0,1,0,0,0
1.0,1,0.2823529411764706,0,1,0,1,1,0.5,1,0.8686567164179103,0.75,0,0,0,0,1,0,0,0,0,0,0
0.75,0,0.2352941176470588,1,1,0,1,0,0.0,1,0.6711442786069651,0.75,0,0,0,0,1,0,0,0,0,0,0
0.75,1,0.3529411764705882,0,1,1,0,1,0.0,0,0.753731343283582,1.0,0,1,0,0,1,0,0,0,0,0,0
0.25,1,0.035294117647058816,0,1,0,1,0,0.0,1,0.8492537313432834,0.75,0,1,0,0,1,0,0,0,0,0,0
0.0,0,0.12941176470588234,0,0,0,0,1,0.0,1,0.6114427860696517,1.0,0,0,0,0,1,0,0,0,0,0,1
0.0,0,0.07058823529411765,0,0,0,0,1,0.0,1,0.2746268656716418,1.0,0,1,0,1,0,0,0,0,0,0,0
1.0,1,0.1411764705882353,1,1,0,1,1,0.5,1,0.8099502487562189,0.75,0,1,0,0,1,0,1,0,0,0,0
0.75,0,0.24705882352941175,0,0,1,0,1,0.5,1,0.753731343283582,0.75,0,0,0,0,1,0,0,0,0,0,0
0.75,1,0.21176470588235294,1,1,1,1,1,0.5,1,0.499502487562189,0.75,0,1,0,0,0,0,0,0,0,0,0
1.0,0,0.24705882352941175,0,1,0,1,0,0.0,1,0.254726368159204,1.0,0,0,0,1,0,0,0,0,0,0,0
1.0,0,0.0,0,0,0,0,0,1.0,1,0.01741293532338306,1.0,0,1,0,0,0,1,1,0,0,0,0
1.0,1,0.12941176470588234,1,1,0,1,1,1.0,1,0.4606965174129353,0.5,0,0,0,1,0,0,1,0,0,0,0
0.5,1,0.1411764705882353,0,1,1,0,1,0.0,1,0.7691542288557214,0.5,0,0,0,0,1,0,0,0,0,0,0
1.0,1,0.3411764705882353,1,1,1,1,1,0.0,1,0.7557213930348259,0.5,0,1,0,0,1,0,0,0,0,0,0
0.75,0,0.29411764705882354,0,1,1,1,1,0.5,1,0.753731343283582,0.5,0,0,0,0,1,0,0,0,0,0,0
0.5,1,0.035294117647058816,1,1,1,0,1,0.5,1,0.8965174129353234,0.5,0,0,0,0,1,0,0,0,1,0,0
1.0,0,0.3058823529411765,1,1,1,1,1,1.0,1,0.4462686567164179,0.5,0,0,0,0,0,0,1,0,0,0,0
0.5,0,0.3411764705882353,0,0,1,0,1,0.0,1,0.6661691542288557,1.0,0,1,0,0,1,0,0,0,1,0,0
1.0,1,0.023529411764705882,0,1,1,0,1,0.0,1,0.8482587064676618,0.75,0,0,0,0,1,0,0,0,0,0,0
0.0,0,0.2823529411764706,0,0,0,0,1,0.0,1,0.2601990049751243,1.0,0,0,0,1,0,0,0,0,0,0,0
0.75,1,0.27058823529411763,1,1,0,0,1,0.5,0,0.4154228855721392,0.75,0,1,0,0,0,0,0,0,0,0,0
0.0,0,0.24705882352941175,1,1,0,0,1,0.0,1,0.3542288557213931,0.0,1,1,0,1,0,0,0,0,0,0,0
0.0,0,0.6,0,0,0,0,1,0.0,1,0.5218905472636816,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.3058823529411765,0,0,1,0,1,0.0,1,0.8099502487562189,0.5,1,0,0,0,0,0,0,0,0,0,0
0.25,1,0.5529411764705883,0,0,1,1,1,0.0,1,0.8611940298507462,0.5,1,0,0,0,1,0,0,0,1,0,0
0.75,1,0.12941176470588234,0,1,1,0,1,0.0,1,0.8502487562189055,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.8117647058823529,0,0,1,1,1,0.0,0,0.36766169154228856,0.0,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.018905472636815884,0.0,1,1,0,0,0,1,0,0,0,0,0
0.75,1,0.18823529411764706,0,1,0,0,1,0.0,1,0.8069651741293532,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.6823529411764706,0,1,0,0,1,0.0,0,0.11890547263681588,0.0,1,0,0,1,0,0,0,0,0,0,0
0.25,0,0.4823529411764706,0,0,0,0,1,0.0,1,0.4621890547263682,0.0,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.6823529411764706,0,0,0,0,1,0.0,1,0.5119402985074627,0.0,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.32941176470588235,0,1,1,0,1,0.0,1,0.8766169154228854,0.25,1,0,0,0,1,0,0,0,1,0,0
0.0,1,0.21176470588235294,0,0,1,0,1,0.0,1,0.7920398009950248,0.5,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.22352941176470587,0,0,0,0,0,0.0,1,0.6208955223880598,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.2352941176470588,1,1,0,0,1,0.0,1,0.8044776119402984,0.0,1,1,0,0,1,0,0,0,0,0,0
0.0,1,0.3411764705882353,0,0,0,0,1,0.0,0,0.7577114427860697,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.6705882352941176,0,0,0,0,1,0.0,1,0.607960199004975,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.6235294117647059,0,0,1,0,1,0.0,1,0.5661691542288557,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.6588235294117647,1,0,0,0,0,0.0,1,0.6039800995024875,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.027860696517412936,0.5,1,1,0,0,0,1,0,0,0,0,1
1.0,1,0.5529411764705883,0,1,1,1,1,1.0,1,0.9129353233830844,0.25,1,0,0,0,1,0,1,0,0,0,0
0.75,1,0.3176470588235294,1,1,0,0,1,0.0,1,0.7810945273631841,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.3529411764705882,1,0,0,0,1,0.0,1,0.8159203980099502,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.8352941176470589,0,0,0,0,1,0.0,1,0.5587064676616916,0.0,1,0,0,0,1,0,0,0,0,0,1
0.25,0,0.5647058823529412,1,1,1,0,1,0.0,1,0.4014925373134328,0.0,1,1,0,1,0,0,0,0,1,0,0
0.0,0,0.2588235294117647,0,0,0,0,1,0.0,1,0.17114427860696518,0.5,1,0,0,1,0,0,0,0,0,0,1
0.0,0,0.035294117647058816,0,0,0,0,1,0.0,0,0.25970149253731345,0.5,1,0,0,1,0,0,0,0,0,0,1
0.0,1,0.21176470588235294,1,0,0,1,1,0.0,0,0.5263681592039802,0.0,1,0,0,1,0,0,0,0,0,0,1
0.0,0,0.2823529411764706,0,0,0,0,1,0.0,1,0.272636815920398,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0,1,0.32941176470588235,0,0,0,0,0,0.0,0,0.7636815920398009,0.0,1,1,0,0,0,0,0,0,0,0,1
0.25,1,0.6,1,0,0,0,1,0.0,0,0.6383084577114428,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.3176470588235294,0,0,0,0,1,0.0,1,0.5238805970149254,0.0,1,0,0,0,1,0,0,0,0,0,1
0.0,1,0.6235294117647059,0,0,1,1,1,0.0,1,0.8572139303482588,0.5,1,0,0,0,1,0,0,0,0,0,1
0.75,0,0.8588235294117647,0,0,1,0,1,0.5,1,0.7621890547263681,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.3176470588235294,0,1,0,0,1,0.0,0,0.11641791044776115,0.0,1,0,0,1,0,0,0,0,0,0,1
0.0,1,0.22352941176470587,0,0,0,0,1,0.0,0,0.6592039800995024,0.25,1,0,0,0,1,0,0,0,0,0,1
0.0,0,0.8941176470588235,0,1,1,0,1,0.0,1,0.6069651741293532,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.3411764705882353,0,0,0,0,1,0.0,1,0.06517412935323383,0.0,1,0,0,1,0,0,0,0,0,0,1
0.0,0,0.3411764705882353,0,1,1,0,1,0.0,1,0.7238805970149254,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.24705882352941175,0,0,0,0,1,0.0,0,0.6134328358208956,0.25,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.22352941176470587,1,0,1,1,0,0.0,1,0.8791044776119402,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.4823529411764706,0,0,0,0,1,0.0,1,0.2761194029850746,0.5,1,1,0,1,0,0,0,0,0,0,0
0.0,0,0.2,0,0,0,0,1,0.0,1,0.5164179104477612,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.2588235294117647,0,0,0,1,1,0.0,0,0.31641791044776113,0.25,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.6823529411764706,0,0,0,0,1,0.0,0,0.36766169154228856,0.25,1,1,0,1,0,0,0,0,0,0,0
0.0,0,0.12941176470588234,1,0,0,0,1,0.0,1,0.6601990049751243,0.25,1,1,0,0,1,0,0,0,0,0,0
0.0,1,0.8588235294117647,0,1,0,0,1,0.0,1,0.3597014925373134,0.5,1,1,0,1,0,0,0,0,0,0,0
0.0,0,0.10588235294117647,1,0,0,0,1,0.0,1,0.3014925373134328,0.0,1,1,0,1,0,0,0,0,0,0,0
0.0,0,0.24705882352941175,0,0,0,0,1,0.0,0,0.5189054726368161,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.18823529411764706,0,0,0,0,1,0.0,1,0.26218905472636816,0.25,1,1,0,0,0,0,0,0,0,0,1
1.0,0,0.0,0,0,0,0,0,1.0,0,0.010945273631840807,0.5,1,1,0,0,0,1,0,0,0,0,0
0.0,0,0.3411764705882353,0,0,0,0,1,0.0,0,0.06517412935323383,0.25,1,0,0,0,0,0,0,0,0,0,1
0.0,0,0.4823529411764706,0,0,0,0,1,0.0,0,0.5208955223880596,0.25,1,1,0,0,1,0,0,0,0,0,1
0.0,1,0.18823529411764706,0,1,0,1,1,0.0,1,0.6681592039800995,0.5,1,0,0,0,1,0,0,0,0,0,1
0.75,1,0.5647058823529412,0,1,1,0,1,0.0,1,0.8636815920398009,0.25,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.32941176470588235,0,0,1,0,1,0.0,0,0.7651741293532338,0.5,1,1,0,0,1,0,0,0,0,0,0
0.0,0,0.21176470588235294,0,0,0,0,0,0.0,0,0.5149253731343283,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0,0,0.2,0,0,0,0,1,0.0,1,0.2646766169154229,0.25,1,1,0,1,0,0,0,0,0,0,0
0.0,0,0.611764705882353,1,0,0,0,1,0.0,1,0.5507462686567164,0.0,1,1,0,0,1,0,0,0,0,0,0
0.0,0,0.611764705882353,0,0,0,0,0,0.0,1,0.6203980099502486,0.25,1,0,0,0,1,0,0,0,0,0,1
0.5,0,0.22352941176470587,1,1,0,1,1,0.5,0,0.6174129353233829,0.0,1,1,0,1,0,0,0,0,1,0,0
0.0,1,0.3058823529411765,0,0,0,0,1,0.0,1,0.5532338308457709,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.2352941176470588,0,0,1,0,1,0.0,0,0.6203980099502486,0.0,1,1,0,0,1,0,0,0,0,0,0
1.0,1,0.21176470588235294,0,1,1,1,0,0.5,1,0.572636815920398,0.5,1,0,0,1,0,0,1,0,0,0,0
0.5,1,0.6941176470588235,0,1,1,0,1,1.0,1,0.8592039800995025,0.0,1,0,0,0,1,0,0,0,0,0,0
1.0,1,0.15294117647058825,0,1,1,0,1,0.0,1,0.8472636815920399,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.09411764705882353,0,0,0,0,1,0.0,1,0.7179104477611941,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0,1,0.22352941176470587,0,1,1,0,1,0.0,1,0.6621890547263681,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0,0,0.12941176470588234,0,0,0,0,1,0.0,1,0.6169154228855721,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.09411764705882353,0,0,1,0,1,0.0,0,0.7786069651741293,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0,1,0.3176470588235294,0,0,0,0,1,0.0,1,0.6706467661691543,0.0,1,0,0,0,0,0,0,0,0,0,1
0.25,1,0.1176470588235294,0,0,1,1,1,0.0,1,0.8626865671641791,0.5,1,0,0,0,1,0,0,0,1,0,0
0.0,0,0.6941176470588235,0,1,0,0,1,0.0,0,0.3223880597014925,0.0,1,1,0,1,0,0,0,0,0,0,1
0.0,1,0.2823529411764706,0,1,0,0,1,0.0,1,0.7223880597014924,0.5,1,1,0,0,1,0,0,0,0,0,1
0.5,0,0.16470588235294115,0,1,0,0,1,0.0,1,0.5542288557213929,0.5,1,1,0,0,1,0,0,0,1,0,0
1.0,1,0.3058823529411765,0,0,1,0,1,0.0,1,0.8079601990049752,0.5,1,1,0,0,1,0,1,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,1,0.01641791044776117,0.5,1,1,0,0,0,1,0,0,0,0,1
0.0,0,0.0,0,0,0,0,0,0.0,1,0.013432835820895522,0.0,1,1,0,0,0,1,0,0,0,0,1
0.25,0,0.6235294117647059,0,1,0,0,1,0.0,0,0.6472636815920397,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,0,0.0,0,0,0,0,0,0.0,1,0.011442786069651713,0.5,1,1,0,0,0,1,0,0,0,0,0
0.0,0,0.16470588235294115,0,0,0,0,1,0.0,1,0.27014925373134324,0.5,1,0,0,1,0,0,0,0,0,0,0
1.0,1,0.8352941176470589,0,1,1,0,1,0.0,1,0.8721393034825872,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.15294117647058825,0,0,0,0,1,0.0,0,0.5104477611940298,0.0,1,1,0,0,1,0,0,0,0,0,1
0.25,0,0.15294117647058825,0,0,0,0,1,0.0,1,0.6248756218905472,0.0,1,0,0,0,1,0,0,0,1,0,0
0.0,1,0.5647058823529412,0,0,1,0,1,0.0,0,0.8248756218905472,0.0,1,0,0,0,1,0,0,0,0,0,1
0.0,1,0.023529411764705882,0,1,0,0,0,0.0,1,0.8114427860696517,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.3176470588235294,0,0,0,0,1,0.0,0,0.3751243781094528,0.0,1,0,0,1,0,0,0,0,0,1,0
0.0,0,0.6235294117647059,0,0,0,0,1,0.0,1,0.3656716417910447,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.09411764705882353,0,1,0,0,1,0.0,1,0.5616915422885572,0.0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0.2352941176470588,0,1,0,0,1,0.0,1,0.6169154228855721,0.0,1,0,0,0,1,0,0,0,1,0,0
0.0,0,0.12941176470588234,0,0,0,1,1,0.0,1,0.7746268656716417,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.32941176470588235,0,0,0,0,1,0.0,0,0.5049751243781094,0.0,1,0,0,0,1,0,0,0,0,1,0
0.75,0,0.6823529411764706,1,0,1,0,0,0.0,1,0.2691542288557213,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.29411764705882354,0,1,0,0,1,0.0,1,0.6497512437810945,0.0,1,0,0,0,0,0,0,0,0,0,0
